Temperatura,Umidade,Analogico,Hora,Sopro
42.8,59.0,4095.0,15.026925563812256,SEM SOPRO
42.8,59.0,4095.0,15.106251239776611,SEM SOPRO
42.8,59.0,4095.0,15.18618631362915,SEM SOPRO
42.8,59.0,4095.0,15.267305612564087,SEM SOPRO
42.8,59.0,4095.0,15.346675395965576,SEM SOPRO
42.8,59.0,4095.0,15.426979064941406,SEM SOPRO
42.8,59.0,4095.0,15.506989479064941,SEM SOPRO
42.8,59.0,4095.0,15.586293935775757,SEM SOPRO
42.8,59.0,4095.0,15.666861295700073,SEM SOPRO
42.8,59.0,4095.0,15.74691891670227,SEM SOPRO
42.8,59.0,4095.0,15.826931715011597,SEM SOPRO
42.8,59.0,4095.0,15.906371593475342,SEM SOPRO
42.8,59.0,4095.0,15.986484050750732,SEM SOPRO
42.8,59.0,4095.0,16.066905736923218,SEM SOPRO
42.7,60.0,4095.0,16.17177438735962,SEM SOPRO
42.7,60.0,4095.0,16.251635313034058,SEM SOPRO
42.7,60.0,4095.0,16.33207130432129,SEM SOPRO
42.7,60.0,4095.0,16.4115629196167,SEM SOPRO
42.7,60.0,4095.0,16.491568088531494,SEM SOPRO
42.7,60.0,4095.0,16.571601390838623,SEM SOPRO
42.7,60.0,4095.0,16.650867700576782,SEM SOPRO
42.7,60.0,4095.0,16.73195457458496,SEM SOPRO
42.7,60.0,4095.0,16.811901092529297,SEM SOPRO
42.7,60.0,4095.0,16.892001628875732,SEM SOPRO
42.7,60.0,4095.0,16.972530603408813,SEM SOPRO
42.7,60.0,4095.0,17.051894664764404,SEM SOPRO
42.7,60.0,4095.0,17.13202428817749,SEM SOPRO
42.7,60.0,4095.0,17.211515426635742,SEM SOPRO
42.7,60.0,4095.0,17.29179573059082,SEM SOPRO
42.7,60.0,4095.0,17.371490478515625,SEM SOPRO
42.7,60.0,4095.0,17.45215892791748,SEM SOPRO
42.7,60.0,4095.0,17.531720876693726,SEM SOPRO
42.7,60.0,4095.0,17.61134433746338,SEM SOPRO
42.7,60.0,4095.0,17.692057847976685,SEM SOPRO
42.7,60.0,4095.0,17.771471977233887,SEM SOPRO
